"longitude","latitude","landtype","price19","price18","price09","price99","price89","station"
138.09583,36.03844,"RE",NULL,NULL,45200,71700,NULL,"上諏訪、2500"
138.11818,36.05189,"RE",45000,45800,63800,127000,119000,"上諏訪、700"
138.11798,36.04689,"BS",72900,72900,NULL,NULL,NULL,"上諏訪、110"
138.12042,36.04273,"BS",53500,54600,77400,260000,305000,"上諏訪、420"
138.11259,36.03947,"RE",NULL,NULL,NULL,NULL,117000,"上諏訪、1500"
138.07382,36.08288,"RE",45900,46300,59600,98700,NULL,"下諏訪、1000"
138.09000,36.07386,"RE",41700,42300,57800,95400,NULL,"下諏訪、400"
138.09055,36.06673,"BS",NULL,NULL,NULL,179000,NULL,"下諏訪、1100"
138.09055,36.06673,"BS",51900,52900,73100,NULL,NULL,"下諏訪、1100"
138.20537,35.86194,"BS",28300,29300,NULL,NULL,NULL,"富士見、80"
138.23602,35.92081,"BS",NULL,NULL,43600,82300,NULL,"富士見、170"
138.23914,35.91498,"RE",21100,21300,26800,38700,NULL,"富士見、1100"
138.23839,35.91637,"RE",22500,23100,32500,48900,NULL,"富士見、500"
138.16495,36.62016,"RE",NULL,NULL,NULL,106000,NULL,"川中島、2400"
138.20535,36.66137,"RE",NULL,NULL,82000,164000,129000,"本郷、300"
138.20535,36.66137,"RE",75000,75000,NULL,NULL,NULL,"本郷、340"
138.20105,36.66069,"RE",75200,75200,80100,164000,NULL,"本郷、600"
138.19611,36.65867,"BS",NULL,NULL,NULL,232000,NULL,"善光寺下、50"
138.20143,36.66560,"RE",NULL,NULL,NULL,NULL,114000,"本郷、750"
138.20000,36.66826,"RE",NULL,NULL,79600,156000,NULL,"本郷、800"
138.20000,36.66826,"RE",71100,71100,NULL,NULL,NULL,"本郷、800"
138.19353,36.66760,"RE",NULL,NULL,NULL,146000,NULL,"長野、3100"
138.19353,36.66760,"RE",46400,47500,63200,152000,NULL,"善光寺下、950"
138.20197,36.67577,"RE",NULL,NULL,64800,122000,91200,"本郷、2000"
138.22745,36.69084,"AD",NULL,NULL,NULL,90400,NULL,"三才、2800"
138.22549,36.68976,"AD",NULL,NULL,35000,NULL,NULL,"三才、2500"
138.23082,36.68951,"RE",43700,43700,53400,94300,74200,"三才、2500"
138.17485,36.61622,"RE",NULL,NULL,NULL,NULL,79500,"長野、3800"
138.16936,36.62996,"RE",62500,62500,72900,135000,NULL,"安茂里、1000"
138.19873,36.68731,"AD",NULL,NULL,NULL,NULL,48400,"長野、5600"
138.20302,36.64893,"RE",76600,75700,80000,156000,NULL,"長野、1800"
138.18921,36.64459,"BS",185000,182000,205000,734000,NULL,"長野、180"
138.18781,36.64428,"BS",NULL,NULL,503000,1980000,NULL,"長野、駅前広場接面"
138.15894,36.57988,"RE",50800,50500,59500,110000,NULL,"篠ノ井、2100"
138.21103,36.67317,"RE",NULL,NULL,NULL,NULL,103000,"桐原、1000"
138.21103,36.67317,"RE",66600,66200,75100,136000,NULL,"桐原、900"
138.22305,36.66881,"BS",66600,66600,78000,171000,NULL,"信濃吉田、110"
138.22931,36.66106,"RE",62900,62400,71800,126000,96300,"北長野、1700"
138.24223,36.68032,"RE",54000,54000,57700,102000,NULL,"三才、1100"
138.25476,36.68263,"RE",48100,48100,56000,90700,73400,"三才、1200"
138.18120,36.64568,"BS",NULL,NULL,NULL,NULL,505000,"長野、450"
138.23816,36.65467,"BS",NULL,NULL,NULL,194000,NULL,"北長野、2600"
138.24297,36.64935,"RE",35100,35400,46400,99000,NULL,"北長野、3300"
138.24297,36.64935,"AD",NULL,NULL,NULL,NULL,55100,"北長野、3000"
138.18411,36.64995,"RE",NULL,NULL,NULL,178000,152000,"長野、2200"
138.18411,36.64995,"BS",95700,95700,111000,NULL,NULL,"長野、1100"
138.18411,36.64995,"BS",NULL,NULL,NULL,257000,NULL,"権堂、970"
138.18411,36.64995,"BS",NULL,NULL,NULL,337000,NULL,"長野、600"
138.18411,36.64995,"BS",NULL,NULL,NULL,317000,NULL,"長野、1000"
138.18411,36.64995,"BS",141000,141000,181000,758000,805000,"長野、1000"
138.18411,36.64995,"RE",85400,84700,98300,NULL,NULL,"長野、1800"
138.18411,36.64995,"BS",104000,104000,120000,NULL,NULL,"長野、340"
138.18411,36.64995,"BS",172000,172000,228000,835000,NULL,"長野、300"
138.18411,36.64995,"BS",NULL,NULL,NULL,725000,NULL,"長野、250"
138.18411,36.64995,"BS",NULL,NULL,NULL,NULL,2300000,"長野、近接"
138.18411,36.64995,"BS",359000,356000,NULL,NULL,NULL,"長野、80"
138.18411,36.64995,"BS",NULL,NULL,NULL,804000,1080000,"長野、350"
138.18411,36.64995,"BS",204000,203000,258000,NULL,NULL,"長野、300"
138.15851,36.63925,"RE",41000,41800,61000,111000,88300,"長野、2000"
138.16429,36.62748,"RE",NULL,NULL,NULL,NULL,103000,"安茂里、1000"
138.15851,36.63925,"RE",NULL,NULL,NULL,NULL,63600,"安茂里、2400"
138.16545,36.63422,"RE",31100,31500,44900,94300,75800,"安茂里、700"
138.15851,36.63925,"RE",NULL,NULL,74000,135000,NULL,"長野、2200"
138.25285,36.66320,"RE",54000,54000,65900,111000,86300,"柳原、900"
138.24832,36.65866,"BS",57700,57700,61800,173000,NULL,"柳原、900"
138.17723,36.64567,"RE",NULL,NULL,NULL,NULL,111000,"長野、1200"
138.21039,36.64981,"RE",NULL,NULL,NULL,138000,108000,"長野、2500"
138.22647,36.65492,"RE",57300,56900,64500,NULL,NULL,"北長野、1800"
138.22159,36.65370,"SI",NULL,NULL,81500,212000,NULL,"北長野、1700"
138.22647,36.65492,"RE",NULL,NULL,NULL,130000,100000,"北長野、1100"
138.25974,36.65680,"RE",54900,54900,62900,NULL,NULL,"柳原、450"
138.25974,36.65680,"IN",30000,30000,38300,91600,NULL,"柳原、1000"
138.25974,36.65680,"RE",NULL,NULL,NULL,113000,NULL,"柳原、700"
138.19096,36.64122,"BS",140000,138000,NULL,NULL,NULL,"長野、350"
138.19096,36.64122,"BS",NULL,NULL,NULL,NULL,490000,"長野、200"
138.19092,36.63745,"RE",118000,114000,NULL,NULL,NULL,"長野、450"
138.23860,36.66071,"RP",NULL,NULL,NULL,NULL,49500,"北長野、2300"
138.20795,36.63319,"SI",NULL,NULL,NULL,181000,NULL,"長野、2500"
138.20795,36.63319,"SI",NULL,NULL,NULL,NULL,120000,"長野、2500"
138.20795,36.63319,"BS",60500,60200,71900,NULL,NULL,"長野、2200"
138.20795,36.63319,"RE",NULL,NULL,NULL,NULL,87500,"長野、3200"
138.20795,36.63319,"RE",56600,55800,63000,122000,NULL,"長野、2900"
138.27176,36.68447,"IN",NULL,NULL,17400,53300,NULL,"三才、2100"
138.27176,36.68447,"AD",NULL,NULL,NULL,NULL,39300,"柳原、3100"
138.21434,36.68052,"RE",50000,50000,56500,118000,89200,"信濃吉田、2300"
138.18718,36.63465,"RE",NULL,NULL,NULL,144000,106000,"長野、2100"
138.18718,36.63465,"RE",NULL,NULL,NULL,170000,NULL,"長野、1400"
138.17551,36.66269,"RE",NULL,NULL,74100,139000,NULL,"長野、2800"
138.17551,36.66269,"RE",NULL,NULL,63300,122000,NULL,"長野、2900"
138.27557,36.70090,"RE",16900,17200,24300,53400,NULL,"豊野、1600"
138.18620,36.65925,"RE",74000,74000,87200,155000,NULL,"長野、2300"
138.19360,36.66096,"RE",NULL,NULL,NULL,NULL,114000,"長野、2600"
138.18448,36.65846,"BS",NULL,NULL,NULL,NULL,132000,"長野、1900"
138.18175,36.66183,"RE",NULL,NULL,NULL,NULL,116000,"長野、2600"
138.22612,36.63594,"IN",NULL,NULL,NULL,88800,74000,"長野、5200"
138.21062,36.64489,"BS",68400,68400,81100,NULL,NULL,"長野、2100"
138.21062,36.64489,"BS",NULL,NULL,NULL,200000,NULL,"長野、2500"
138.21062,36.64489,"BS",NULL,NULL,NULL,210000,NULL,"長野、1800"
138.21062,36.64489,"RE",NULL,NULL,77300,133000,100000,"長野、2400"
138.21062,36.64489,"RE",73800,73100,NULL,NULL,NULL,"長野、2200"
138.19501,36.64800,"BS",NULL,NULL,118000,381000,NULL,"権堂、400"
138.19501,36.64800,"BS",93400,93600,NULL,NULL,NULL,"権堂、450"
138.19501,36.64800,"BS",138000,138000,181000,670000,670000,"権堂、近接"
138.19501,36.64800,"BS",107000,105000,134000,450000,NULL,"長野、800"
138.19501,36.64800,"BS",110000,110000,145000,NULL,NULL,"長野、1100"
138.19501,36.64800,"BS",NULL,NULL,NULL,426000,400000,"長野、1200"
138.19501,36.64800,"BS",160000,158000,201000,650000,NULL,"長野、480"
138.19501,36.64800,"BS",NULL,NULL,NULL,305000,NULL,"権堂、200"
138.14099,36.62446,"RE",NULL,NULL,NULL,84400,NULL,"安茂里、2400"
138.15706,36.61191,"RE",17400,17500,NULL,NULL,NULL,"川中島、800"
138.15706,36.61191,"AD",NULL,NULL,24600,72400,54300,"川中島、800"
138.14755,36.59710,"RE",52200,51400,57100,106000,NULL,"今井、750"
138.15179,36.58588,"RE",NULL,NULL,56400,103000,NULL,"今井、1100"
138.15179,36.58588,"RE",NULL,NULL,NULL,NULL,69700,"篠ノ井、2500"
138.14618,36.61581,"RE",45400,45400,52600,99000,70000,"川中島、500"
138.14618,36.61581,"RE",NULL,NULL,NULL,105000,NULL,"川中島、1100"
138.17758,36.63080,"SI",NULL,NULL,NULL,88500,NULL,"安茂里、1800"
138.17314,36.64391,"RE",NULL,NULL,NULL,127000,NULL,"長野、1900"
138.17796,36.58931,"RE",NULL,NULL,54300,99000,NULL,"今井、3300"
138.17250,36.65968,"RE",61500,61600,NULL,NULL,NULL,"長野、2800"
138.18129,36.58577,"RE",43900,43400,49200,88300,63500,"篠ノ井、4500"
138.20035,36.65191,"BS",71000,70100,85500,268000,232000,"権堂、750"
138.20476,36.56789,"RE",33000,33500,46200,82200,NULL,"篠ノ井、7900"
138.19827,36.56219,"RE",37000,37600,50100,92600,NULL,"篠ノ井、6600"
138.19827,36.56219,"RE",NULL,NULL,NULL,NULL,56200,"松代、850"
138.20732,36.53355,"RE",NULL,NULL,37000,72900,NULL,"松代、1400"
138.19792,36.65371,"BS",NULL,NULL,NULL,NULL,270000,"権堂、600"
138.23286,36.65218,"RE",60700,60000,NULL,NULL,NULL,"北長野、2400"
138.23286,36.65218,"RE",NULL,NULL,69600,132000,101000,"北長野、2400"
138.21538,36.68583,"RE",NULL,NULL,NULL,116000,NULL,"北長野、3200"
138.20827,36.60484,"AD",NULL,NULL,NULL,NULL,41800,"川中島、5400"
138.22060,36.67452,"BS",68300,68300,80200,175000,NULL,"信濃吉田、1100"
138.21512,36.67402,"RE",NULL,NULL,70300,133000,NULL,"桐原、1400"
138.16862,36.60329,"BS",70100,70100,81800,NULL,NULL,"川中島、2400"
138.16930,36.61367,"RE",52200,51400,60400,111000,NULL,"川中島、1900"
138.18849,36.66556,"RE",64600,64800,78000,155000,NULL,"長野、2800"
138.12778,36.56928,"RE",13200,13500,21300,62000,NULL,"篠ノ井、2200"
138.16045,36.57389,"RE",NULL,NULL,NULL,101000,71300,"篠ノ井、1800"
138.12350,36.59212,"IN",14300,14200,18600,61500,NULL,"篠ノ井、1700"
138.12566,36.57932,"RE",46100,45800,52200,90800,69500,"篠ノ井、1100"
138.12566,36.57932,"AD",NULL,NULL,NULL,NULL,49700,"篠ノ井、2500"
138.14328,36.58047,"RE",46300,46200,54100,102000,80500,"篠ノ井、1000"
138.14328,36.58047,"BS",60100,60100,77100,211000,187000,"篠ノ井、100"
138.14136,36.58191,"RE",NULL,NULL,NULL,116000,NULL,"篠ノ井、600"
138.14052,36.58210,"RE",NULL,NULL,58500,NULL,NULL,"篠ノ井、750"
138.14203,36.57039,"RE",51500,51300,59900,112000,NULL,"篠ノ井、800"
138.22021,36.64513,"RE",69500,68700,75600,144000,NULL,"長野、3200"
138.26971,36.61568,"RE",NULL,NULL,NULL,NULL,50800,"綿内、1000"
138.26971,36.61568,"AD",NULL,NULL,20200,47300,NULL,"綿内、1400"
138.26971,36.61568,"AD",NULL,NULL,NULL,NULL,33000,"綿内、950"
138.26971,36.61568,"RE",34400,34400,44900,77300,NULL,"長野、8800"
138.18718,36.63465,"RE",90200,88000,82000,NULL,NULL,"長野、1300"
138.18687,36.62719,"RE",68200,67700,74700,NULL,NULL,"長野、2100"
138.21834,36.65149,"BS",62600,62600,NULL,NULL,NULL,"北長野、2200"
138.29630,36.71854,"RE",28800,29300,35300,NULL,NULL,"信濃浅野、330"
138.30397,36.73265,"RE",10400,10600,16400,NULL,NULL,"信濃浅野、1100"
138.27635,36.71771,"RE",NULL,NULL,35800,NULL,NULL,"豊野、700"
138.27635,36.71771,"BS",40600,40800,53300,NULL,NULL,"豊野、230"
138.27635,36.71771,"RE",38100,38200,45500,NULL,NULL,"豊野、550"
138.19022,36.60922,"RE",51800,51300,59600,103000,NULL,"川中島、3500"
138.19022,36.60922,"RE",53800,53400,60900,110000,NULL,"長野、3900"
138.18509,36.61983,"RE",NULL,NULL,NULL,103000,79500,"川中島、3200"
138.18509,36.61983,"SI",NULL,NULL,NULL,135000,95500,"川中島、3000"
138.18509,36.61983,"RE",NULL,NULL,NULL,NULL,77100,"長野、3200"
138.17825,36.61384,"BS",67500,67500,78300,185000,NULL,"川中島、2500"
138.29893,36.64843,"RE",44700,44700,54700,94000,NULL,"須坂、1200"
138.30310,36.64969,"RE",NULL,NULL,NULL,110000,NULL,"須坂、850"
138.30730,36.61636,"RE",14200,14500,19300,NULL,NULL,"須坂、3900"
138.30730,36.61636,"AD",NULL,NULL,NULL,40800,NULL,"須坂、4500"
138.30730,36.61636,"AD",NULL,NULL,NULL,NULL,30000,"須坂、4100"
138.29050,36.65335,"SI",NULL,NULL,NULL,NULL,57300,"須坂、2000"
138.29050,36.65335,"RE",NULL,NULL,NULL,NULL,76000,"須坂、1200"
138.29050,36.65335,"BS",44500,44800,NULL,NULL,NULL,"須坂、1500"
138.31468,36.64901,"RE",43700,43700,52900,93800,NULL,"須坂、1500"
138.29050,36.65335,"RE",NULL,NULL,NULL,NULL,57600,"須坂、1500"
138.29050,36.65335,"RE",42000,42000,51400,96900,NULL,"日野、170"
138.30838,36.67477,"IN",11200,11000,14200,NULL,NULL,"北須坂、250"
138.32581,36.66601,"RE",37600,37800,48600,79400,NULL,"須坂、1800"
138.28836,36.66788,"RE",15100,15300,20900,46900,37800,"須坂、1700"
138.29567,36.64171,"SI",NULL,NULL,NULL,75200,NULL,"須坂、2200"
138.31325,36.65410,"BS",NULL,NULL,58600,118000,113000,"須坂、1100"
138.31042,36.65728,"RE",NULL,NULL,50200,82900,67000,"須坂、1100"
138.31042,36.65728,"BS",56700,57200,80000,212000,255000,"須坂、100"
138.31042,36.65728,"RE",NULL,NULL,NULL,108000,85000,"須坂、900"
138.31342,36.67682,"RE",NULL,NULL,NULL,NULL,54500,"北須坂、750"
138.31392,36.67860,"RE",NULL,NULL,NULL,90800,NULL,"北須坂、550"
138.31392,36.67860,"RE",35000,35000,44800,NULL,NULL,"北須坂、550"
138.38132,36.85338,"RE",11700,11900,14200,16600,NULL,"飯山、3100"
138.33121,36.83556,"BS",NULL,NULL,41000,NULL,NULL,"飯山、2000"
138.34662,36.86044,"RE",19600,19600,22000,27200,24900,"飯山、750"
138.36290,36.85261,"BS",28600,29200,43000,113000,133000,"飯山、1100"
138.34662,36.86044,"BS",NULL,NULL,NULL,67200,NULL,"北飯山、630"
138.34662,36.86044,"RE",26900,27000,31900,NULL,NULL,"飯山、600"
138.36169,36.84312,"RE",NULL,NULL,NULL,42700,39600,"飯山、600"
137.84911,35.52107,"RE",NULL,NULL,34500,49800,NULL,"伊那上郷、1600"
137.84911,35.52107,"RE",29300,29300,NULL,NULL,NULL,"伊那上郷、1600"
137.85078,35.51896,"BS",62000,62000,NULL,NULL,NULL,"伊那上郷、1700"
137.83487,35.52100,"RE",29900,29900,35200,52500,NULL,"伊那上郷、400"
137.84163,35.51618,"BS",37400,NULL,NULL,NULL,NULL,"伊那上郷、450"
137.82263,35.51823,"BS",67900,69700,103000,295000,NULL,"飯田、210"
137.83926,35.49689,"BS",35200,36100,51600,90800,NULL,"伊那八幡、170"
137.83218,35.49632,"RE",NULL,NULL,NULL,44800,NULL,"伊那八幡、1100"
137.79010,35.50083,"RE",22300,22400,26300,34100,NULL,"切石、2400"
137.80917,35.44632,"BS",NULL,17600,NULL,NULL,NULL,"川路、150"
137.81392,35.45528,"RE",12500,12600,14000,15000,NULL,"川路、500"
137.85799,35.52544,"RE",NULL,NULL,25500,33900,NULL,"元善光寺、1300"
137.84561,35.49653,"RE",28400,28600,35500,53900,44800,"伊那八幡、550"
137.81425,35.51966,"BS",43400,43900,NULL,NULL,NULL,"飯田、800"
137.81303,35.52010,"BS",NULL,NULL,58700,NULL,NULL,"飯田、900"
137.81323,35.52097,"BS",NULL,NULL,NULL,113000,NULL,"飯田、900"
137.80124,35.50429,"BS",62500,62800,NULL,NULL,NULL,"切石、1300"
137.82762,35.52362,"RE",NULL,NULL,NULL,NULL,96200,"桜町、300"
137.82640,35.51468,"BS",NULL,NULL,NULL,234000,307000,"飯田、900"
137.81517,35.50551,"RE",NULL,NULL,34600,49700,NULL,"切石、1400"
137.93359,35.74268,"RE",NULL,NULL,NULL,NULL,42100,"駒ケ根、1200"
137.93359,35.74268,"RE",27000,27500,35200,58300,NULL,"駒ケ根、800"
137.93954,35.72556,"BS",33400,33900,NULL,NULL,NULL,"小町屋、450"
137.93674,35.73707,"BS",38500,39700,62300,190000,225000,"駒ケ根、160"
137.93521,35.73574,"BS",NULL,NULL,NULL,133000,NULL,"駒ケ根、300"
137.93689,35.74120,"BS",28700,29400,42200,81900,NULL,"駒ケ根、300"
137.93108,35.72924,"RE",NULL,NULL,29500,NULL,NULL,"小町屋、700"
137.93130,35.71412,"RE",18200,18500,22500,30500,NULL,"伊那福岡、370"
137.93800,35.73225,"RE",NULL,NULL,NULL,51300,43400,"駒ケ根、600"
140.38589,40.80819,"BS",14700,15100,26000,NULL,NULL,"木造、900"
140.37776,40.81803,"RE",8600,8700,NULL,NULL,NULL,"木造、2100"
140.37776,40.81803,"RE",NULL,NULL,12700,NULL,NULL,"木造、2100"
140.38698,40.80455,"RE",9800,10000,14800,NULL,NULL,"木造、350"
140.39694,40.80166,"RE",5200,5300,NULL,NULL,NULL,"木造、1600"
140.39694,40.80166,"RE",NULL,NULL,8000,NULL,NULL,"木造、1500"
140.39398,40.80778,"RE",8600,8700,13000,NULL,NULL,"木造、1400"
140.37737,40.79725,"RE",4300,4400,NULL,NULL,NULL,"中田、1500"
140.37737,40.79725,"RE",NULL,NULL,6900,NULL,NULL,"中田、2000"
141.18393,41.29053,"RE",NULL,NULL,NULL,24000,NULL,"下北、1600"
141.18393,41.29053,"BS",37900,37600,NULL,NULL,NULL,"下北、800"
141.16771,41.28263,"RE",13400,13500,18200,22900,22900,"大湊、900"
141.15834,41.39751,"RE",6300,6400,9700,NULL,NULL,"下北、18000"
141.16299,41.41040,"RE",NULL,NULL,9700,NULL,NULL,"下北、18700"
141.16208,41.40549,"BS",10800,11100,20000,NULL,NULL,"下北、18000"
141.21336,41.28842,"BS",NULL,NULL,32600,69000,NULL,"下北、2200"
141.19926,41.30178,"RE",13900,13900,15900,19200,NULL,"下北、3300"
141.21458,41.29738,"BS",29400,29700,47700,155000,203000,"下北、3100"
141.20297,41.28835,"RE",16800,16800,19800,24200,22100,"下北、1300"
141.25540,40.37745,"BS",19500,19700,32300,77600,NULL,"三戸、2800"
141.25134,40.37646,"RE",16400,16600,23800,NULL,NULL,"三戸、3500"
141.25713,40.38246,"RE",NULL,NULL,NULL,27600,NULL,"三戸、2300"
141.25713,40.38246,"RE",NULL,NULL,21600,NULL,NULL,"三戸、2300"
141.28877,40.35087,"RE",NULL,NULL,5400,NULL,NULL,"目時、320"
141.25586,40.37638,"RE",NULL,NULL,NULL,33900,NULL,"三戸、2900"
141.30554,40.52491,"RE",14900,15100,NULL,NULL,NULL,"八戸、13000"
141.30029,40.52272,"BS",20700,21000,34700,72800,NULL,"八戸、13000"
141.31372,40.52620,"RE",8200,8300,11200,14200,NULL,"八戸、12000"
141.30275,40.51682,"RE",NULL,NULL,15600,19500,NULL,"八戸、13000"
141.27330,40.40091,"RE",8600,8700,11900,14800,NULL,"三戸、1100"
141.27007,40.39616,"BS",14200,14400,22000,60000,NULL,"三戸、240"
141.26945,40.40104,"RE",11900,12000,16500,21200,NULL,"三戸、950"
141.57068,40.44722,"RE",NULL,NULL,NULL,21400,NULL,"金浜、7100"
141.66061,40.45900,"RE",7900,8000,12600,16900,NULL,"階上、400"
141.57295,40.47799,"RE",10500,10600,16000,NULL,NULL,"金浜、7100"
141.36357,40.68176,"BS",34200,34200,46500,112000,224000,"三沢、1800"
141.37492,40.68755,"RE",NULL,NULL,NULL,40200,NULL,"三沢、3200"
141.37599,40.68718,"RE",28900,28900,34500,NULL,NULL,"三沢、3200"
141.37560,40.69259,"RE",NULL,NULL,NULL,22500,NULL,"三沢、3400"
141.36884,40.68950,"RE",NULL,NULL,NULL,NULL,21200,"三沢、2700"
141.36624,40.67574,"BS",41600,41500,59800,115000,NULL,"三沢、1600"
141.37242,40.68043,"RE",32900,32900,40000,51500,47900,"三沢、2600"
141.43994,40.64665,"AD",NULL,NULL,6600,NULL,NULL,"下田、9000"
141.40314,40.59288,"RE",5700,5700,7700,NULL,NULL,"下田、800"
141.38870,40.59670,"SI",NULL,NULL,5200,NULL,NULL,"下田、1800"
141.42929,40.59627,"RE",16200,16200,22900,NULL,NULL,"下田、3300"
141.43452,40.59761,"RE",13300,13300,19200,NULL,NULL,"下田、3600"
141.39629,40.60349,"RE",NULL,10300,12600,NULL,NULL,"下田、1700"
141.39629,40.60349,"RE",10300,NULL,NULL,NULL,NULL,"下田、1700"
141.42780,40.61745,"RE",9900,9900,NULL,NULL,NULL,"下田、5000"
141.15471,40.69758,"BS",19000,19400,32500,75500,NULL,"七戸十和田、2700"
141.16458,40.69079,"RE",NULL,NULL,10600,11500,NULL,"上北町、10800"
141.16458,40.69079,"RE",8100,8200,NULL,NULL,NULL,"七戸十和田、3200"
141.16087,40.69664,"RE",16300,16600,27800,37600,NULL,"七戸十和田、2900"
141.25842,40.73463,"RE",NULL,NULL,NULL,15500,NULL,"上北町、800"
141.26274,40.73112,"BS",NULL,NULL,NULL,46400,NULL,"上北町、250"
141.14410,40.86882,"RE",NULL,NULL,NULL,9900,NULL,"上北町、1800"
141.41241,40.59298,"RE",NULL,NULL,NULL,12600,12000,"下田、350"
141.38870,40.59670,"SI",NULL,NULL,NULL,6500,6500,"下田、1800"
141.40623,40.59013,"RE",NULL,NULL,NULL,9700,NULL,"下田、630"
141.39629,40.60349,"RE",NULL,NULL,NULL,14300,NULL,"下田、1700"
141.39603,40.60314,"RE",NULL,NULL,NULL,NULL,12500,"下田、1700"
141.27570,40.88726,"RE",NULL,NULL,NULL,NULL,9400,"野辺地、16000"
141.27499,40.89217,"RE",2850,2900,4100,5600,NULL,"野辺地、17000"
141.29433,40.90099,"RE",NULL,NULL,NULL,10800,NULL,"野辺地、17500"
141.37579,40.97384,"RE",9400,9500,15100,19400,NULL,"野辺地、36000"
141.35001,40.94946,"RE",NULL,NULL,NULL,NULL,18500,"野辺地、36000"
141.39163,41.08837,"BS",10900,11200,NULL,NULL,NULL,"野辺地、42000"
141.39539,41.09408,"BS",NULL,NULL,17800,NULL,NULL,"野辺地、44500"
141.32021,40.60406,"RE",10300,10500,15200,18400,NULL,"下田、8300"
141.33159,40.61124,"RE",7300,7400,10600,12800,NULL,"下田、8300"
141.25842,40.73463,"BS",13400,13700,21700,NULL,NULL,"上北町、200"
141.25842,40.73463,"RE",8400,8500,11600,NULL,NULL,"上北町、800"
141.22398,40.77984,"RE",NULL,NULL,NULL,13400,NULL,"乙供、1400"
141.22997,40.78222,"RE",3600,3600,NULL,NULL,NULL,"乙供、2000"
141.22887,40.78500,"RE",NULL,NULL,5200,NULL,NULL,"乙供、2100"
141.20973,40.77950,"RE",NULL,NULL,7600,10800,NULL,"乙供、400"
141.20816,40.77918,"RE",5400,5500,NULL,NULL,NULL,"乙供、450"
141.43994,40.64665,"AD",NULL,NULL,NULL,10100,10500,"下田、9000"
141.42953,40.59266,"RE",NULL,NULL,NULL,32000,31400,"下田、3000"
141.43356,40.59557,"RE",NULL,NULL,NULL,33200,NULL,"下田、3200"
141.43452,40.59761,"RE",NULL,NULL,NULL,25300,24500,"下田、3600"
141.13734,40.86941,"RE",NULL,NULL,12000,14400,NULL,"野辺地、2300"
141.14120,40.87184,"RE",9200,9300,NULL,NULL,NULL,"野辺地、2900"
141.12846,40.86515,"BS",NULL,NULL,NULL,81800,NULL,"野辺地、1500"
141.12703,40.86633,"BS",19900,20200,34600,NULL,NULL,"野辺地、1800"
141.12500,40.85460,"RE",14100,14300,21000,27900,NULL,"野辺地、500"
141.15834,41.39751,"RE",NULL,NULL,NULL,13000,NULL,"大畑、1300"
141.16299,41.41040,"RE",NULL,NULL,NULL,13900,NULL,"大畑、900"
141.16208,41.40549,"BS",NULL,NULL,NULL,45100,NULL,"大畑、600"
140.45197,40.81102,"RE",NULL,NULL,NULL,36500,NULL,"五所川原、1700"
140.45425,40.81222,"RE",18100,18100,24700,NULL,NULL,"五所川原、1700"
140.44334,40.81018,"BS",NULL,NULL,66600,172000,NULL,"五所川原、350"
140.44467,40.81026,"BS",45300,45700,NULL,NULL,NULL,"五所川原、350"
140.44508,40.80776,"BS",32400,32100,47300,100000,NULL,"五所川原、400"
140.44684,40.81488,"RE",NULL,NULL,NULL,NULL,46400,"五所川原、800"
140.44069,40.81527,"RE",16800,16800,24300,34000,NULL,"五所川原、900"
140.44249,40.80956,"BS",NULL,NULL,NULL,NULL,501000,"五所川原、500"
140.45081,40.80324,"RE",NULL,NULL,NULL,33400,NULL,"五所川原、1100"
140.45793,40.80600,"RE",19300,19300,26000,39000,39000,"五所川原、1700"
141.47487,40.53235,"RE",45000,45000,61000,81800,NULL,"長苗代、1400"
141.42911,40.55919,"IN",NULL,10600,NULL,NULL,NULL,"陸奥市川、1400"
141.50821,40.50000,"RE",NULL,NULL,NULL,87000,NULL,"小中野、2500"
141.45915,40.52367,"IN",20100,NULL,NULL,NULL,NULL,"八戸、3100"
141.49771,40.50228,"RE",NULL,NULL,49100,65300,NULL,"本八戸、2000"
141.49828,40.50216,"BS",45700,46000,61400,97000,NULL,"本八戸、2200"
141.48947,40.51984,"BS",73500,73500,105000,NULL,NULL,"本八戸、1000"
141.49377,40.52053,"SI",NULL,NULL,NULL,NULL,72900,"本八戸、1200"
141.48994,40.52220,"SI",NULL,NULL,NULL,141000,NULL,"本八戸、900"
141.47842,40.50864,"RE",51700,51100,NULL,NULL,NULL,"本八戸、1500"
141.47774,40.50943,"RE",NULL,NULL,66700,NULL,NULL,"本八戸、1700"
141.44022,40.58632,"RE",22800,NULL,NULL,NULL,NULL,"陸奥市川、3000"
141.44005,40.58738,"RE",NULL,23100,30600,37800,34000,"陸奥市川、3100"
141.49057,40.50983,"BS",131000,129000,NULL,NULL,NULL,"本八戸、900"
141.40939,40.47329,"AD",NULL,NULL,NULL,15000,15000,"北高岩、1200"
141.50394,40.49110,"RE",29200,29200,37700,47500,46500,"本八戸、4200"
141.43275,40.48793,"RE",12700,12900,18000,23300,NULL,"八戸、3900"
141.48917,40.50854,"BS",NULL,NULL,NULL,NULL,903000,"本八戸、1000"
141.48917,40.50854,"BS",NULL,NULL,163000,700000,NULL,"本八戸、1000"
141.51221,40.48223,"AD",NULL,NULL,NULL,23400,NULL,"本八戸、5000"
141.51221,40.48223,"AD",NULL,NULL,NULL,NULL,21000,"本八戸、5000"
141.51221,40.48223,"AD",NULL,NULL,18300,NULL,NULL,"本八戸、4900"
